식품명,식품대분류명,대표식품명,영양성분함량기준량,에너지(kcal),단백질(g),지방(g),탄수화물(g),식품중량
라떼_흑임자 두유 라떼 아이스(ICED),음료 및 차류,라떼,100g,48,2.43,2.2,4.57,650g
라떼_흑임자 두유 라떼 핫(HOT),음료 및 차류,라떼,100g,69,3.88,3.25,6.24,500g
라떼_흑임자 라떼,음료 및 차류,라떼,100g,121,2.6,,,346g
라떼_흑임자 라떼,음료 및 차류,라떼,100ml,80,2.78,,,360ml
라떼_흑임자 라떼 아이스(ICED),음료 및 차류,라떼,100g,80,1.67,,,360g
라떼_흑임자 라떼 아이스(ICED) (L),음료 및 차류,라떼,100g,54,1.69,,6.66,946g
라떼_흑임자 라떼 아이스(ICED) (ML),음료 및 차류,라떼,100g,48,1.55,,5.92,710g
라떼_흑임자 라떼 핫(HOT),음료 및 차류,라떼,100g,80,2.78,,,360g
라떼_흑임자 라떼 핫(HOT) (ML),음료 및 차류,라떼,100g,65,2.2,,7.78,591g
라떼_화이트 초콜릿 핫(HOT),음료 및 차류,라떼,100g,83,1.77,,,414g
라떼_화이트 초콜릿 핫(HOT) (EX),음료 및 차류,라떼,100g,84,2.26,,,651g
라떼_화이트초코 라떼 아이스(ICED) (L),음료 및 차류,라떼,100g,89,1.48,,,610g
라떼_화이트초코 라떼 아이스(ICED) (R),음료 및 차류,라떼,100g,84,1.14,,,396g
라떼_화이트초코 라떼 핫(HOT) (L),음료 및 차류,라떼,100g,132,2.2,,,410g
라떼_화이트초코 라떼 핫(HOT) (R),음료 및 차류,라떼,100g,126,2.32,,,311g
라떼_흑당 단호박 라떼,음료 및 차류,라떼,100g,102,1.95,2.93,17.07,410g
라떼_흑당 라떼,음료 및 차류,라떼,100ml,84,2.22,,,360ml
라떼_흑당 라떼 아이스(ICED),음료 및 차류,라떼,100g,60,1.23,,,651g
라떼_흑당 라떼 아이스(ICED),음료 및 차류,라떼,100ml,54,1.4,1.39,9.1,591ml
라떼_흑당 라떼 아이스(ICED) (EX),음료 및 차류,라떼,100ml,55,1.32,,,680ml
라떼_흑당 라떼 아이스(ICED) (R),음료 및 차류,라떼,100ml,56,1.21,,,414ml
라떼_흑당 라떼 핫(HOT),음료 및 차류,라떼,100g,59,1.21,,,414g
라떼_흑당 밀크티 라떼 아이스(ICED),음료 및 차류,라떼,100ml,51,1.42,1.24,8.51,591ml
라떼_흑당 버블 라떼 아이스(ICED) (Grande),음료 및 차류,라떼,100ml,95,1.67,,,480ml
라떼_흑당 버블 라떼 아이스(ICED) (M),음료 및 차류,라떼,100g,63,1.4,,,591g
라떼_흑당 버블 라떼 아이스(ICED) (Mini Venti),음료 및 차류,라떼,100ml,92,1.58,,,570ml
라떼_흑당 버블 라떼 아이스(ICED) (Tall),음료 및 차류,라떼,100ml,106,1.67,,,360ml
라떼_흑당 버블 라떼 아이스(ICED) (Venti),음료 및 차류,라떼,100ml,76,1.25,,,720ml
라떼_헤이즐넛자바칩 라떼 핫(HOT) (Venti),음료 및 차류,라떼,100ml,58,1.53,,,720ml
라떼_호두 라떼,음료 및 차류,라떼,100g,63,1.42,,,100g
라떼_혹임자 라떼 아이스(ICED) (L),음료 및 차류,라떼,100ml,51,1.6,,6.3,1000m
라떼_혹임자 라떼 아이스(ICED) (ML),음료 및 차류,라떼,100ml,48,1.55,,5.91,710ml
라떼_혹임자 라떼 핫(HOT) (ML),음료 및 차류,라떼,100ml,54,1.83,,6.48,710ml
라떼_홍시 라떼 아이스(ICED),음료 및 차류,라떼,100ml,44,0.63,0.67,9.36,650ml
라떼_홍차 라떼 아이스(ICED),음료 및 차류,라떼,100g,42,0.5,,,500g
라떼_홍차 라떼 아이스(ICED),음료 및 차류,라떼,100g,58,2.82,,,355g
라떼_홍차 라떼 아이스(ICED) (L),음료 및 차류,라떼,100g,66,1.48,,,508g
라떼_홍차 라떼 아이스(ICED) (R),음료 및 차류,라떼,100g,61,1.38,,,393g
라떼_홍차 라떼 핫(HOT),음료 및 차류,라떼,100g,65,3.38,,,355g
라떼_홍차 라떼 핫(HOT),음료 및 차류,라떼,100g,123,1.48,,,230g
라떼_홍차 라떼 핫(HOT) (L),음료 및 차류,라떼,100g,106,2.93,,,345g
라떼_홍차 라떼 핫(HOT) (R),음료 및 차류,라떼,100g,100,2.93,,,270g
라떼_홍차라떼,음료 및 차류,라떼,100g,74,0.89,,,384g
라떼_화이트 초코 아이스(ICED),음료 및 차류,라떼,100ml,88,1.98,,,354ml
라떼_화이트 초코 핫(HOT),음료 및 차류,라떼,100ml,105,2.83,,,354ml
라떼_화이트 초콜릿 아이스(ICED),음료 및 차류,라떼,100g,77,1.28,,,414g
라떼_화이트 초콜릿 아이스(ICED) (EX),음료 및 차류,라떼,100g,66,1.39,,,651g
기타차_카페오르조,음료 및 차류,기타차,100g,10,0.28,,,355g
라떼_하동 녹차 민트 라떼 핫(HOT),음료 및 차류,라떼,100g,59,1.27,,10.57,473g
라떼_하동녹차 라떼 아이스(ICED),음료 및 차류,라떼,100g,117,3.38,,,591g
라떼_하동녹차 라떼 핫(HOT),음료 및 차류,라떼,100g,105,3.08,,,650g
라떼_핫초코큐브 핫(HOT),음료 및 차류,라떼,100ml,70,2.25,,,355ml
라떼_허니 그린 라떼 아이스(ICED),음료 및 차류,라떼,100g,61,1.7,1.91,8.94,470g
라떼_허니 그린 라떼 핫(HOT),음료 및 차류,라떼,100g,105,3.23,3.87,14.52,310g
라떼_헤이즐넛 라떼 아이스(ICED),음료 및 차류,라떼,100g,35,1.45,,,415g
라떼_헤이즐넛 라떼 핫(HOT),음료 및 차류,라떼,100g,42,1.82,,,385g
라떼_헤이즐넛자바칩 라떼 아이스(ICED),음료 및 차류,라떼,100g,71,2.82,,,355g
라떼_헤이즐넛자바칩 라떼 아이스(ICED) (Grande),음료 및 차류,라떼,100ml,78,1.88,,,480ml
라떼_헤이즐넛자바칩 라떼 아이스(ICED) (Mini Venti),음료 및 차류,라떼,100ml,78,1.75,,,570ml
라떼_헤이즐넛자바칩 라떼 아이스(ICED) (Tall),음료 및 차류,라떼,100ml,73,1.95,,,360ml
라떼_헤이즐넛자바칩 라떼 아이스(ICED) (Venti),음료 및 차류,라떼,100ml,68,1.53,,,720ml
라떼_헤이즐넛자바칩 라떼 핫(HOT),음료 및 차류,라떼,100g,78,3.38,,,355g
라떼_헤이즐넛자바칩 라떼 핫(HOT) (Grande),음료 및 차류,라떼,100ml,74,2.08,,,480ml
라떼_헤이즐넛자바칩 라떼 핫(HOT) (Mini Venti),음료 및 차류,라떼,100ml,69,1.93,,,570ml
라떼_헤이즐넛자바칩 라떼 핫(HOT) (Tall),음료 및 차류,라떼,100ml,80,2.22,,,360ml
피자_치킨 바베큐 (L),빵 및 과자류,피자,100g,228,11.79,,,813g
기타차_체리석류 (M),음료 및 차류,기타차,100g,2,0,,,591g
라떼_토피넛라떼 아이스(ICED),음료 및 차류,라떼,100ml,62,1.56,2.06,9.24,591ml
라떼_폭탄초코,음료 및 차류,라떼,100g,78,1.51,3.21,10.7,100g
라떼_프로틴 미숫가루 라떼 (Tall),음료 및 차류,라떼,100ml,110,5.04,,,360ml
라떼_피스타치오 라떼 아이스(ICED),음료 및 차류,라떼,100ml,65,1.18,2.07,10.3,650ml
라떼_피스타치오 라떼 아이스(ICED) (L),음료 및 차류,라떼,100g,53,0.22,,,450g
라떼_피스타치오 라떼 아이스(ICED) (R),음료 및 차류,라떼,100g,53,0.28,,,360g
라떼_피스타치오 라떼 핫(HOT),음료 및 차류,라떼,100ml,99,2.16,3.53,14.44,500ml
라떼_피스타치오 라떼 핫(HOT) (L),음료 및 차류,라떼,100g,82,0.44,,,450g
라떼_피스타치오 라떼 핫(HOT) (R),음료 및 차류,라떼,100g,85,0.56,,,360g
라떼_피스타치오 초코 라떼 아이스(ICED) (L),음료 및 차류,라떼,100ml,66,1.3,,9.1,1000m
라떼_피스타치오 초코 라떼 아이스(ICED) (ML),음료 및 차류,라떼,100ml,71,1.27,,9.43,710ml
라떼_피스타치오 초코 라떼 아이스(ICED) (R),음료 및 차류,라떼,100ml,93,1.43,,,370ml
라떼_피스타치오 초코 라떼 핫(HOT) (ML),음료 및 차류,라떼,100ml,77,1.55,,10,710ml
라떼_피스타치오 초코 라떼 핫(HOT) (R),음료 및 차류,라떼,100ml,154,2.85,,,270ml
라떼_피스타치오 포레스트 라떼 아이스(ICED),음료 및 차류,라떼,100ml,73,2.01,1.79,12.1,591ml
라떼_핑크블라썸 라떼 아이스(ICED),음료 및 차류,라떼,100g,64,1.46,,,480g
라떼_핑크블라썸 라떼 핫(HOT),음료 및 차류,라떼,100g,70,1.51,,,480g
라떼_하동 녹차 민트 라떼 아이스(ICED),음료 및 차류,라떼,100g,62,1.48,,10.78,473g
라떼_토피넛 라떼 아이스(ICED) (L),음료 및 차류,라떼,100g,53,2.44,,,450g
라떼_토피넛 라떼 아이스(ICED) (L),음료 및 차류,라떼,100g,99,1.27,,,497g
라떼_토피넛 라떼 아이스(ICED) (R),음료 및 차류,라떼,100g,52,2.06,,,400g
라떼_토피넛 라떼 아이스(ICED) (R),음료 및 차류,라떼,100g,90,1.2,,,401g
라떼_토피넛 라떼 아이스(ICED) (더벤티),음료 및 차류,라떼,100ml,69,1.46,,,960ml
라떼_토피넛 라떼 핫(HOT),음료 및 차류,라떼,100g,90,1.82,,,385g
라떼_토피넛 라떼 핫(HOT),음료 및 차류,라떼,100ml,71,2.08,,,384ml
라떼_토피넛 라떼 핫(HOT),음료 및 차류,라떼,100ml,82,2.22,,,473ml
라떼_토피넛 라떼 핫(HOT),음료 및 차류,라떼,100ml,87,1.69,,,473ml
라떼_토피넛 라떼 핫(HOT),음료 및 차류,라떼,100ml,118,2.64,,,360ml
라떼_토피넛 라떼 핫(HOT),음료 및 차류,라떼,100g,85,2.22,,,473g
라떼_토피넛 라떼 핫(HOT),음료 및 차류,라떼,100g,98,2.42,,12.77,500g
라떼_토피넛 라떼 핫(HOT),음료 및 차류,라떼,100g,103,3.08,,,650g
라떼_토피넛 라떼 핫(HOT) (L),음료 및 차류,라떼,100g,146,2.69,,,402g
라떼_토피넛 라떼 핫(HOT) (L),음료 및 차류,라떼,100g,97,4.03,,,400g
라떼_토피넛 라떼 핫(HOT) (R),음료 및 차류,라떼,100g,140,2.66,,,316g
라떼_토피넛 라떼 핫(HOT) (R),음료 및 차류,라떼,100g,84,3.56,,,340g
라떼_토피넛 크러쉬 라떼 (XL),음료 및 차류,라떼,100g,50,1.06,,,660g
라떼_토피넛 크림 라떼,음료 및 차류,라떼,100ml,178,10.49,,,499ml
라떼_타로 버블 라떼 (L),음료 및 차류,라떼,100g,72,1.56,,,450g
라떼_토피 넛 라떼 아이스(ICED),음료 및 차류,라떼,100g,61,1.38,,,414g
라떼_토피 넛 라떼 아이스(ICED) (EX),음료 및 차류,라떼,100g,61,1.5,,,651g
라떼_토피 넛 라떼 핫(HOT),음료 및 차류,라떼,100g,74,1.99,,,414g
라떼_토피 넛 라떼 핫(HOT) (EX),음료 및 차류,라떼,100g,80,2.42,,,651g
라떼_토피 모카 라떼 아이스(ICED),음료 및 차류,라떼,100ml,69,1.69,,,473ml
라떼_토피 모카 라떼 핫(HOT),음료 및 차류,라떼,100ml,104,2.96,,,473ml
라떼_토피넛 라떼,음료 및 차류,라떼,100ml,121,0.83,,,360ml
라떼_토피넛 라떼,음료 및 차류,라떼,100g,68,1.56,2.52,9.83,100g
라떼_토피넛 라떼 아이스(ICED),음료 및 차류,라떼,100ml,66,1.13,,,710ml
라떼_토피넛 라떼 아이스(ICED),음료 및 차류,라떼,100ml,106,1.67,,,360ml
라떼_토피넛 라떼 아이스(ICED),음료 및 차류,라떼,100g,106,3.05,,,591g
라떼_토피넛 라떼 아이스(ICED),음료 및 차류,라떼,100g,83,1.69,,,415g
라떼_토피넛 라떼 아이스(ICED),음료 및 차류,라떼,100ml,57,1.37,,,591ml
라떼_토피넛 라떼 아이스(ICED),음료 및 차류,라떼,100ml,54,1.45,,,414ml
라떼_토피넛 라떼 아이스(ICED),음료 및 차류,라떼,100g,62,1.56,,,591g
라떼_토피넛 라떼 아이스(ICED),음료 및 차류,라떼,100g,59,1.37,,,591g
라떼_토피넛 라떼 아이스(ICED),음료 및 차류,라떼,100g,66,1.45,,9.13,650g
라떼_토피넛 라떼 아이스(ICED) (EX),음료 및 차류,라떼,100ml,51,1.47,,,680ml
라떼_카카오 라떼 핫(HOT),음료 및 차류,라떼,100g,60,2.82,,,355g
라떼_캐시미어 초코 (L),음료 및 차류,라떼,100g,186,3.54,,,421g
라떼_캐시미어 초코 (R),음료 및 차류,라떼,100g,180,3.45,,,296g
라떼_코코넛 라떼 아이스(ICED) (더벤티),음료 및 차류,라떼,100ml,50,1.56,,,960ml
라떼_콘 라떼 아이스(ICED),음료 및 차류,라떼,100g,83,2.68,2.93,12.68,410g
라떼_콘 라떼 핫(HOT),음료 및 차류,라떼,100g,135,2.9,5.48,18.39,310g
라떼_쿠앤크 라떼 아이스(ICED) (L),음료 및 차류,라떼,100g,54,1.48,,7.82,946g
라떼_쿠앤크 라떼 아이스(ICED) (ML),음료 및 차류,라떼,100g,50,1.27,,7.18,710g
라떼_쿠앤크 라떼 핫(HOT) (ML),음료 및 차류,라떼,100g,63,1.86,,8.63,591g
라떼_쿠엔크 라떼 아이스(ICED) (L),음료 및 차류,라떼,100ml,51,1.4,,7.4,1000m
라떼_쿠엔크 라떼 아이스(ICED) (ML),음료 및 차류,라떼,100ml,50,1.27,,7.18,710ml
라떼_쿠엔크 라떼 핫(HOT) (ML),음료 및 차류,라떼,100ml,52,1.55,,7.18,710ml
라떼_쿠키초코라떼 아이스(ICED),음료 및 차류,라떼,100ml,84,1.57,4.01,10.15,591ml
라떼_쿠키초코라떼 핫(HOT),음료 및 차류,라떼,100ml,90,1.73,4.28,10.95,591ml
라떼_쿠키크림 라떼 아이스(ICED) (L),음료 및 차류,라떼,100g,74,1.7,,,946g
라떼_쿠키크림 라떼 아이스(ICED) (M),음료 및 차류,라떼,100g,72,1.54,,,591g
라떼_쿠키크림 라떼 핫(HOT) (L),음료 및 차류,라떼,100g,78,2,,,946g
라떼_쿠키크림 라떼 핫(HOT) (M),음료 및 차류,라떼,100g,84,2.27,,,591g
라떼_크림 라떼,음료 및 차류,라떼,100ml,192,1.5,,,369ml
라떼_초콜릿 라떼 아이스(ICED) (R),음료 및 차류,라떼,100ml,56,1.93,,,415ml
라떼_초콜릿 라떼 아이스(ICED) (R),음료 및 차류,라떼,100g,79,1.84,,,380g
라떼_초콜릿 라떼 핫(HOT),음료 및 차류,라떼,100g,67,2.08,,,385g
라떼_초콜릿 라떼 핫(HOT) (L),음료 및 차류,라떼,100ml,96,3.62,,,473ml
라떼_초콜릿 라떼 핫(HOT) (L),음료 및 차류,라떼,100g,126,3.08,,,325g
라떼_초콜릿 라떼 핫(HOT) (L),음료 및 차류,라떼,100g,63,2.22,,,450g
라떼_초콜릿 라떼 핫(HOT) (R),음료 및 차류,라떼,100g,63,2.22,,,360g
라떼_초콜릿 라떼 핫(HOT) (R),음료 및 차류,라떼,100ml,82,3.11,,,415ml
라떼_초콜릿 라떼 핫(HOT) (R),음료 및 차류,라떼,100g,120,3.27,,,275g
라떼_초콜릿 밀크 아이스(ICED),음료 및 차류,라떼,100ml,72,1.5,,,360ml
라떼_초콜릿 밀크 핫(HOT),음료 및 차류,라떼,100ml,98,2.58,,,360ml
라떼_초콜릿 아이스(ICED),음료 및 차류,라떼,100ml,77,1.69,,,414ml
라떼_초콜릿 아이스(ICED) (EX),음료 및 차류,라떼,100ml,71,1.47,,,680ml
라떼_초콜릿 핫(HOT),음료 및 차류,라떼,100ml,98,2.34,,,384ml
라떼_초콜릿 핫(HOT) (EX),음료 및 차류,라떼,100ml,83,2.3,,,651ml
라떼_초콜릿라떼 (R),음료 및 차류,라떼,100g,96,3.62,2.11,,360g
라떼_치즈군고구마 라떼,음료 및 차류,라떼,100g,73,1.64,,,100g
라떼_카라멜쿠키 라떼 핫(HOT),음료 및 차류,라떼,100g,84,3.38,,,355g
라떼_카카오 라떼 아이스(ICED),음료 및 차류,라떼,100g,60,2.82,,,355g
라떼_초코 베리 라떼 아이스(ICED) (Venti),음료 및 차류,라떼,100ml,75,1.39,,,720ml
라떼_초코 베리 라떼 핫(HOT) (Grande),음료 및 차류,라떼,100ml,89,1.88,,,480ml
라떼_초코 베리 라떼 핫(HOT) (Mini Venti),음료 및 차류,라떼,100ml,86,1.75,,,570ml
라떼_초코 베리 라떼 핫(HOT) (Tall),음료 및 차류,라떼,100ml,88,1.95,,,360ml
라떼_초코 베리 라떼 핫(HOT) (Venti),음료 및 차류,라떼,100ml,75,1.39,,,720ml
라떼_초코 아이스(ICED),음료 및 차류,라떼,100ml,86,1.98,,,354ml
라떼_초코 아이스(ICED),음료 및 차류,라떼,100ml,62,1.52,1.07,11.68,591ml
라떼_초코 핫(HOT),음료 및 차류,라떼,100ml,65,1.84,1.29,11.47,591ml
라떼_초코 핫(HOT),음료 및 차류,라떼,100ml,103,2.83,,,354ml
라떼_초코밀크 버블 라떼 아이스(ICED),음료 및 차류,라떼,100ml,83,1.53,,,360ml
라떼_초코바나나 라떼 아이스(ICED),음료 및 차류,라떼,100g,84,3.1,,,355g
라떼_초코바나나 라떼 핫(HOT),음료 및 차류,라떼,100g,91,3.66,,,355g
라떼_초코베리 라떼 아이스(ICED),음료 및 차류,라떼,100g,83,2.82,,,355g
라떼_초코베리 라떼 핫(HOT),음료 및 차류,라떼,100g,86,3.1,,,355g
라떼_초콜릿 라떼 아이스(ICED),음료 및 차류,라떼,100g,62,1.93,,,415g
라떼_초콜릿 라떼 아이스(ICED) (L),음료 및 차류,라떼,100g,62,2.22,,,450g
라떼_초콜릿 라떼 아이스(ICED) (L),음료 및 차류,라떼,100g,83,2.07,,,435g
라떼_초콜릿 라떼 아이스(ICED) (L),음료 및 차류,라떼,100ml,56,1.92,,,473ml
라떼_초콜릿 라떼 아이스(ICED) (R),음료 및 차류,라떼,100g,62,2.22,,,360g
기타차_피치망고 (M),음료 및 차류,기타차,100g,1,0,,,591g
라떼_초코 리얼 라떼 아이스(ICED) (XL),음료 및 차류,라떼,100g,81,1.68,,,632.2
라떼_초코 리얼 라떼 아이스(ICED) 빅사이즈,음료 및 차류,라떼,100g,81,1.68,,,632.2
라떼_초코 리얼 라떼 핫(HOT),음료 및 차류,라떼,100g,111,2.49,,,425.6
라떼_초코 리얼 라떼 핫(HOT) (L),음료 및 차류,라떼,100g,111,2.49,,,425.6
라떼_초코 리얼 라떼 핫(HOT) (XL),음료 및 차류,라떼,100g,109,2.56,,,532.2
라떼_초코 리얼 라떼 핫(HOT) 빅사이즈,음료 및 차류,라떼,100g,109,2.56,,,532.2
라떼_초코 바나나 라떼 아이스(ICED) (Grande),음료 및 차류,라떼,100ml,87,29.58,,,480ml
라떼_초코 바나나 라떼 아이스(ICED) (Mini Venti),음료 및 차류,라떼,100ml,81,27.36,,,570ml
라떼_초코 바나나 라떼 아이스(ICED) (Tall),음료 및 차류,라떼,100ml,85,31.67,,,360ml
라떼_초코 바나나 라떼 아이스(ICED) (Venti),음료 및 차류,라떼,100ml,78,24.17,0,0,720ml
라떼_초코 바나나 라떼 핫(HOT) (Grande),음료 및 차류,라떼,100ml,91,2.08,,,480ml
라떼_초코 바나나 라떼 핫(HOT) (Mini Venti),음료 및 차류,라떼,100ml,87,1.75,,,570ml
라떼_초코 바나나 라떼 핫(HOT) (Tall),음료 및 차류,라떼,100ml,89,2.22,,,360ml
라떼_초코 바나나 라떼 핫(HOT) (Venti),음료 및 차류,라떼,100ml,78,1.53,,,720ml
라떼_초코 버블 라떼 핫(HOT),음료 및 차류,라떼,100ml,97,2.11,,,360ml
라떼_초코 베리 라떼 아이스(ICED) (Grande),음료 및 차류,라떼,100ml,88,1.88,,,480ml
라떼_초코 베리 라떼 아이스(ICED) (Mini Venti),음료 및 차류,라떼,100ml,85,1.75,,,570ml
라떼_초코 베리 라떼 아이스(ICED) (Tall),음료 및 차류,라떼,100ml,84,1.95,,,360ml
라떼_초코 라떼 핫(HOT),음료 및 차류,라떼,100ml,64,1.7,,,354ml
라떼_초코 라떼 핫(HOT),음료 및 차류,라떼,100ml,81,2.98,,,473ml
라떼_초코 라떼 핫(HOT),음료 및 차류,라떼,100ml,72,1.9,,,473ml
라떼_초코 라떼 핫(HOT),음료 및 차류,라떼,100g,89,2.78,,,360g
라떼_초코 라떼 핫(HOT),음료 및 차류,라떼,100g,82,3.38,,,355g
라떼_초코 라떼 핫(HOT),음료 및 차류,라떼,100g,79,2.85,,,473g
라떼_초코 라떼 핫(HOT) (Grande),음료 및 차류,라떼,100ml,83,2.08,,,480ml
라떼_초코 라떼 핫(HOT) (L),음료 및 차류,라떼,100g,59,1.74,,,946g
라떼_초코 라떼 핫(HOT) (L),음료 및 차류,라떼,100g,129,2.77,,,401g
라떼_초코 라떼 핫(HOT) (L),음료 및 차류,라떼,100g,124,4.5,,,400g
라떼_초코 라떼 핫(HOT) (M),음료 및 차류,라떼,100g,62,2.01,,,591g
라떼_초코 라떼 핫(HOT) (ML),음료 및 차류,라떼,100ml,51,1.69,,7.04,710ml
라떼_초코 라떼 핫(HOT) (Mini Venti),음료 및 차류,라떼,100ml,77,1.93,,,570ml
라떼_초코 라떼 핫(HOT) (R),음료 및 차류,라떼,100g,111,4.06,,,340g
라떼_초코 라떼 핫(HOT) (R),음료 및 차류,라떼,100g,123,2.77,,,311g
라떼_초코 라떼 핫(HOT) (Tall),음료 및 차류,라떼,100ml,84,2.22,,,360ml
라떼_초코 라떼 핫(HOT) (Venti),음료 및 차류,라떼,100ml,73,1.67,,,720ml
라떼_초코 리얼 라떼 아이스(ICED),음료 및 차류,라떼,100g,70,1.43,,,462.6
라떼_초코 리얼 라떼 아이스(ICED) (L),음료 및 차류,라떼,100g,70,1.43,,,462.6
라떼_초코 라떼 아이스(ICED),음료 및 차류,라떼,100ml,54,1.41,,,710ml
라떼_초코 라떼 아이스(ICED),음료 및 차류,라떼,100ml,56,1.98,,,591ml
라떼_초코 라떼 아이스(ICED) (Grande),음료 및 차류,라떼,100ml,79,1.88,,,480ml
라떼_초코 라떼 아이스(ICED) (L),음료 및 차류,라떼,100g,82,1.61,,,601g
라떼_초코 라떼 아이스(ICED) (L),음료 및 차류,라떼,100ml,48,1.4,,7,1000m
라떼_초코 라떼 아이스(ICED) (L),음료 및 차류,라떼,100g,88,2.87,,,450g
라떼_초코 라떼 아이스(ICED) (L),음료 및 차류,라떼,100g,55,1.45,,,946g
라떼_초코 라떼 아이스(ICED) (M),음료 및 차류,라떼,100g,50,1.29,,,591g
라떼_초코 라떼 아이스(ICED) (ML),음료 및 차류,라떼,100ml,45,1.27,,6.62,710ml
라떼_초코 라떼 아이스(ICED) (Mini Venti),음료 및 차류,라떼,100ml,78,1.75,,,570ml
라떼_초코 라떼 아이스(ICED) (R),음료 및 차류,라떼,100g,75,2.48,,,400g
라떼_초코 라떼 아이스(ICED) (R),음료 및 차류,라떼,100g,82,1.49,,,396g
